STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10094680,F,1,Bac,Génie civil,20113,20171,9,2.71,2016/17
10181611,F,2,Maitrise recherche,Génie informatique,20121,20142,8,3.70,2013/14
10094692,M,2,Maitrise recherche,Génie industriel,20121,20133,7,4.00,2013/14
10094698,F,2,Maitrise recherche,Génie chimique,20113,20133,7,3.70,2013/14
10181621,M,2,Maitrise professionn,Génie industriel,20121,20153,7,3.23,2015/16
10181625,M,1,Certificat,Design et fabrication,20113,20181,9,3.40,2017/18
10094706,M,1,Certificat,Commande de procédés industriels,20113,20171,11,3.85,2016/17
10181629,M,2,Maitrise recherche,Génie minéral,20132,20143,5,3.63,2014/15
10094712,M,2,Maitrise recherche,Génie informatique,20141,20162,8,3.60,2015/16
10094734,M,3,Doctorat,Génie civil,20142,20193,5,4.00,2019/20
10094734,M,2,Maitrise recherche,Génie civil,20121,20133,6,3.72,2013/14
10181655,M,2,Maitrise recherche,Génie chimique,20121,20133,6,3.77,2013/14
10094736,M,2,Maitrise professionn,Génie chimique,20121,20131,4,3.62,2012/13
10181657,M,3,Doctorat,Génie physique,20113,20171,17,3.50,2016/17
10181659,M,2,Maitrise recherche,Génie industriel,20123,20162,12,3.72,2015/16
10094740,F,2,Maitrise professionn,Génie chimique,20121,20131,4,3.50,2012/13
10094742,M,2,Maitrise professionn,Génie chimique,20121,20131,4,3.51,2012/13
10094756,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20163,8,3.50,2016/17
10094774,M,1,Certificat,Ingénierie,20113,20121,2,3.20,2011/12
10094790,M,1,Bac,Génie industriel,20113,20152,8,3.82,2014/15
10181723,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,10,3.45,2015/16
10094804,M,1,Certificat,Techn. avancées en prévention des incendies,20113,20143,6,3.45,2014/15
10181731,M,1,Bac,Génie civil,20113,20183,11,2.18,2018/19
10181735,M,1,Bac,Génie logiciel,20121,20151,7,2.47,2014/15
10094824,F,2,Maitrise professionn,Génie civil,20163,20163,1,3.62,2016/17
10094846,M,1,Bac,Génie physique,20163,20201,8,3.80,2019/20
10181767,F,2,Maitrise recherche,Mathématiques appliquées,20113,20131,5,4.00,2012/13
10094848,M,1,Bac,Génie informatique,20113,20152,7,2.46,2014/15
10181771,M,2,Maitrise professionn,Génie civil,20121,20133,5,3.73,2013/14
10094852,M,3,Doctorat,Génie électrique,20122,20183,20,4.00,2018/19
10094858,F,1,Bac,Génie logiciel,20113,20173,8,3.03,2017/18
10181779,M,1,Bac,Génie électrique,20113,20151,8,3.81,2014/15
10094864,F,1,Bac,Génie chimique,20113,20151,9,2.49,2014/15
10181789,M,1,Certificat,Électricité du bâtiment,20121,20163,9,2.45,2016/17
10181803,F,1,Bac,Génie industriel,20121,20163,8,2.98,2016/17
10181807,M,1,Bac,Génie des mines (coopératif),20113,20151,8,3.71,2014/15
10094890,M,2,Maitrise recherche,Génie mécanique,20122,20141,6,4.00,2013/14
10094900,F,2,Maitrise recherche,Génie biomédical,20113,20142,9,3.80,2013/14
10181827,M,2,Maitrise recherche,Génie électrique,20131,20133,4,3.91,2013/14
10094914,F,3,Doctorat,Génie industriel,20121,20171,16,3.82,2016/17
10181835,M,1,Certificat,Électricité du bâtiment,20113,20133,6,3.70,2013/14
10181845,M,3,Doctorat,Génie industriel,20131,20181,15,3.59,2017/18
10094932,F,3,Doctorat,Génie physique,20122,20151,9,4.00,2014/15
10094934,F,2,Maitrise recherche,Génie chimique,20173,20201,8,4.00,2019/20
10181863,M,2,Maitrise professionn,Génie aérospatial,20121,20143,7,3.80,2014/15
10094954,F,1,Bac,Génie civil,20121,20161,9,3.02,2015/16
10181877,M,2,Maitrise professionn,Génie informatique,20113,20152,9,3.37,2014/15
10181887,M,2,Maitrise professionn,Génie industriel,20113,20163,11,3.40,2016/17
10181889,M,2,Maitrise professionn,Génie électrique,20151,20152,2,3.50,2014/15
10181895,M,1,Certificat,Mécanique du bâtiment,20122,20161,9,2.10,2015/16
10094978,M,3,Doctorat,Génie industriel,20122,20143,8,3.75,2014/15
10094980,M,1,Bac,Génie des mines (coopératif),20113,20152,9,2.65,2014/15
10181901,M,1,Bac,Génie civil,20123,20171,9,2.40,2016/17
10094986,M,1,Bac,Génie civil,20113,20151,7,3.24,2014/15
10094988,M,1,Bac,Génie électrique,20113,20153,8,2.88,2015/16
10181915,M,1,Bac,Génie des mines (coopératif),20121,20172,9,3.42,2016/17
10095002,M,3,Doctorat,Génie chimique,20113,20153,13,4.00,2015/16
10181925,M,1,Bac,Génie aérospatial,20121,20171,8,3.29,2016/17
10095010,F,2,Maitrise recherche,Génie biomédical,20121,20143,9,3.84,2014/15
10095012,M,2,Maitrise professionn,Génie chimique,20122,20131,5,3.43,2012/13
10095018,M,1,Bac,Génie mécanique,20113,20152,7,3.70,2014/15
10095024,M,1,Certificat,Électricité du bâtiment,20122,20161,9,2.64,2015/16
10181949,M,3,Doctorat,Mathématiques,20121,20192,23,3.30,2018/19
10095030,M,3,Doctorat,Génie minéral,20121,20181,19,3.90,2017/18
10095046,M,1,Bac,Génie civil,20121,20153,8,3.27,2015/16
10095050,M,1,Bac,Génie géologique (coopératif),20112,20151,8,2.83,2014/15
10095068,M,1,Bac,Génie logiciel,20121,20153,8,3.70,2015/16
10182009,F,3,Doctorat,Génie électrique,20121,20183,20,4.00,2018/19
10095092,F,1,Bac,Génie civil,20121,20161,7,3.41,2015/16
10182013,M,1,Bac,Génie civil,20121,20153,8,2.69,2015/16
10182045,M,2,Maitrise recherche,Génie industriel,20121,20141,7,3.03,2013/14
10182051,M,1,Bac,Génie civil,20113,20182,11,1.94,2017/18
10182063,M,1,Bac,Génie informatique,20121,20161,7,3.66,2015/16
10182065,F,1,Bac,Génie informatique,20121,20181,9,2.79,2017/18
10182073,M,1,Certificat,Mécanique du bâtiment,20113,20131,4,3.45,2012/13
10095154,M,1,Certificat,Électricité du bâtiment,20113,20191,11,2.72,2018/19
10095158,F,3,Doctorat,Génie industriel,20121,20183,19,3.40,2018/19
10182079,M,2,Maitrise recherche,Génie biomédical,20121,20151,10,3.60,2014/15
10182087,F,1,Bac,Génie civil,20121,20191,9,3.03,2018/19
10182091,M,1,Bac,Génie électrique,20113,20142,6,3.85,2013/14
10182097,F,1,Bac,Génie civil,20121,20171,9,2.84,2016/17
10182097,F,2,Maitrise recherche,Génie civil,20181,20193,4,3.44,2019/20
10182105,F,3,Doctorat,Génie chimique,20121,20152,11,4.00,2014/15
10095192,M,1,Certificat,Mécanique du bâtiment,20113,20131,4,2.55,2012/13
10095194,F,3,Doctorat,Génie chimique,20121,20172,17,3.57,2016/17
10095198,M,1,Bac,Génie civil,20121,20163,8,3.46,2016/17
10182119,M,1,Certificat,Cyberenquête,20113,20161,8,3.95,2015/16
10182121,F,2,Maitrise professionn,Génie industriel,20122,20123,4,3.97,2012/13
10095210,M,1,Bac,Génie civil,20121,20161,9,3.73,2015/16
10182137,F,2,Maitrise professionn,Génie industriel,20122,20132,4,3.43,2012/13
10095224,M,1,Bac,Génie informatique,20121,20163,8,3.30,2016/17
10182149,M,1,Bac,Génie chimique,20121,20163,10,2.88,2016/17
10182157,F,3,Doctorat,Génie chimique,20142,20182,13,3.56,2017/18
10182157,F,2,Maitrise recherche,Génie chimique,20121,20133,3,3.50,2013/14
10095238,F,2,Maitrise recherche,Génie civil,20131,20143,7,3.91,2014/15
10095256,M,1,Bac,Génie civil,20133,20183,10,2.51,2018/19
10182179,M,1,Bac,Génie informatique,20131,20163,7,3.20,2016/17
10182189,M,1,Bac,Génie logiciel,20113,20171,8,2.72,2016/17
10182193,M,1,Certificat,Cyberfraude,20113,20153,8,2.25,2015/16
10095274,M,1,Bac,Génie des mines (coopératif),20131,20172,8,2.55,2016/17
10095278,M,1,Bac,Génie civil,20121,20173,9,3.10,2017/18
10095286,M,1,Bac,Génie civil,20121,20161,8,3.31,2015/16
10095288,M,1,Bac,Génie mécanique,20121,20162,9,2.41,2015/16
10095292,M,3,Doctorat,Génie informatique,20122,20182,18,3.80,2017/18
10182215,F,3,Doctorat,Génie chimique,20122,20173,17,3.61,2017/18
10182219,M,1,Bac,Génie informatique,20123,20183,10,1.98,2018/19
10182235,M,1,Bac,Génie mécanique,20121,20173,9,2.30,2017/18
10182237,M,1,Bac,Génie électrique,20141,20171,9,3.26,2016/17
10095320,M,3,Doctorat,Mathématiques,20122,20153,12,4.00,2015/16
10182247,M,1,Certificat,Design et fabrication,20113,20141,6,2.85,2013/14
10182249,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20163,9,3.50,2016/17
10182255,M,1,Bac,Génie des mines (coopératif),20121,20173,11,2.24,2017/18
10095336,F,2,Maitrise recherche,Génie chimique,20161,20172,5,3.32,2016/17
10095344,F,1,Bac,Génie civil,20121,20163,8,3.62,2016/17
10095350,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,10,3.05,2015/16
10182281,M,1,Bac,Génie civil,20121,20173,11,2.43,2017/18
10182285,M,1,Bac,Génie physique,20121,20183,12,1.96,2018/19
10095374,F,1,Bac,Génie électrique,20121,20153,7,2.82,2015/16
10182295,M,1,Bac,Génie mécanique,20121,20171,9,3.43,2016/17
10182301,M,1,Bac,Génie des mines (coopératif),20122,20162,6,3.56,2015/16
10095398,M,3,Doctorat,Génie industriel,20141,20172,11,4.00,2016/17
10095398,M,2,Maitrise recherche,Génie industriel,20122,20133,2,4.00,2013/14
10182319,M,3,Doctorat,Génie industriel,20121,20172,17,3.00,2016/17
10095400,M,1,Bac,Génie électrique,20121,20162,8,2.68,2015/16
10095402,F,1,Bac,Génie chimique,20121,20172,9,3.80,2016/17
10095436,F,1,Bac,Génie industriel,20121,20162,8,2.45,2015/16
10182359,M,2,Maitrise professionn,Génie mécanique,20133,20142,4,3.40,2013/14
10095448,F,1,Bac,Génie industriel,20121,20181,9,2.60,2017/18
10095456,F,1,Bac,Génie logiciel,20123,20171,8,3.54,2016/17
10182377,M,3,Doctorat,Génie mécanique,20122,20161,12,3.80,2015/16
10095458,M,1,Bac,Génie industriel,20121,20173,11,2.62,2017/18
10182393,M,2,Maitrise recherche,Génie électrique,20121,20133,6,3.87,2013/14
10182405,F,2,Maitrise recherche,Génie mécanique,20133,20141,6,3.91,2013/14
10182411,M,1,Bac,Génie électrique,20121,20152,8,2.78,2014/15
10095492,F,2,Maitrise professionn,Génie civil,20153,20153,1,3.16,2015/16
10095494,M,1,Bac,Génie civil,20121,20171,11,3.45,2016/17
10095498,F,1,Bac,Génie chimique,20121,20173,10,2.78,2017/18
10182423,F,2,Maitrise professionn,Génie industriel,20121,20132,5,3.63,2012/13
10182427,M,2,Maitrise recherche,Génie électrique,20121,20152,11,3.47,2014/15
10182431,M,1,Certificat,Cyberenquête,20121,20171,7,3.75,2016/17
10182445,M,1,Bac,Génie informatique,20121,20161,10,2.96,2015/16
10095528,M,1,Bac,Génie électrique,20121,20163,10,2.82,2016/17
10182449,M,1,Bac,Génie chimique,20121,20161,9,3.31,2015/16
10095530,F,3,Doctorat,Génie chimique,20131,20173,15,3.08,2017/18
10095532,F,2,Maitrise recherche,Génie industriel,20121,20133,6,3.34,2013/14
10182461,F,1,Bac,Génie chimique,20121,20153,8,3.09,2015/16
10095546,M,1,Bac,Génie mécanique,20121,20181,10,2.94,2017/18
10095548,M,2,Maitrise professionn,Génie informatique,20131,20153,8,3.63,2015/16
10182485,M,3,Doctorat,Génie mécanique,20121,20173,18,4.00,2017/18
10095566,M,2,Maitrise recherche,Génie chimique,20121,20133,6,3.20,2013/14
10095570,M,2,Maitrise recherche,Génie informatique,20121,20133,6,3.70,2013/14
10095572,M,2,Maitrise recherche,Génie électrique,20121,20153,12,3.47,2015/16
10095582,M,1,Bac,Génie civil,20121,20171,10,2.06,2016/17
10182503,M,1,Bac,Génie informatique,20123,20171,9,2.46,2016/17
10095584,M,1,Bac,Génie civil,20121,20161,8,3.00,2015/16
10182509,M,1,Bac,Génie civil,20121,20181,10,2.73,2017/18
10182511,M,1,Bac,Génie civil,20121,20161,9,2.55,2015/16
10182511,M,2,Maitrise professionn,Génie civil,20182,20183,3,3.50,2018/19
10182515,M,1,Bac,Génie industriel,20121,20162,8,3.10,2015/16
10095596,F,1,Bac,Génie électrique,20123,20163,10,3.06,2016/17
10095604,M,1,Bac,Génie informatique,20121,20173,9,2.45,2017/18
10095606,M,1,Bac,Génie aérospatial,20123,20171,6,3.53,2016/17
10095608,F,1,Bac,Génie géologique (coopératif),20141,20182,8,2.68,2017/18
10095612,M,1,Bac,Génie des mines (coopératif),20121,20171,9,3.12,2016/17
10182547,M,1,Bac,Génie informatique,20121,20163,8,3.04,2016/17
10095628,M,3,Doctorat,Génie civil,20121,20173,18,4.00,2017/18
10182551,F,2,Maitrise professionn,Génie industriel,20121,20153,11,3.40,2015/16
10182555,M,1,Bac,Génie industriel,20121,20161,8,3.43,2015/16
10095636,M,1,Certificat,Commande de procédés industriels,20121,20151,7,3.15,2014/15
10095640,M,1,Bac,Génie géologique (coopératif),20121,20163,8,2.32,2016/17
10095646,F,2,Maitrise professionn,Génie électrique,20142,20153,6,3.68,2015/16
10182567,M,1,Certificat,Technologies biomédicales - instr. électronique,20123,20133,4,3.55,2013/14
10095666,M,1,Bac,Génie logiciel,20121,20162,7,2.91,2015/16
10182589,M,2,Maitrise recherche,Génie minéral,20123,20142,4,3.42,2013/14
10182593,M,2,Maitrise professionn,Génie industriel,20141,20152,7,3.53,2014/15
10095676,M,1,Bac,Génie civil,20121,20152,8,2.73,2014/15
10182597,M,1,Bac,Génie mécanique,20121,20152,7,3.37,2014/15
10182603,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20133,3,3.42,2013/14
10095688,M,2,Maitrise professionn,Génie mécanique,20131,20133,5,3.87,2013/14
10095692,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20133,20151,5,2.15,2014/15
10095694,M,1,Bac,Génie civil,20123,20181,10,2.10,2017/18
10095696,M,1,Certificat,Électricité du bâtiment,20133,20161,5,2.35,2015/16
10182617,M,1,Bac,Génie physique,20121,20162,9,3.76,2015/16
10182617,M,2,Maitrise recherche,Génie physique,20163,20183,7,3.56,2018/19
10182619,F,1,Certificat,Cyberenquête,20123,20151,6,3.30,2014/15
10182623,M,3,Doctorat,Génie électrique,20131,20171,13,4.00,2016/17
10182631,M,1,Bac,Génie civil,20121,20153,8,3.17,2015/16
10095714,M,2,Maitrise professionn,Génie industriel,20121,20142,5,3.87,2013/14
10095716,F,1,Bac,Génie industriel,20121,20161,8,3.29,2015/16
10095718,M,1,Bac,Génie électrique,20133,20181,11,2.94,2017/18
10182639,M,1,Certificat,Cyberfraude,20171,20193,6,3.05,2019/20
10182639,M,1,Certificat,Cyberenquête,20121,20161,8,2.70,2015/16
10182645,F,2,Maitrise professionn,Génie industriel,20123,20163,9,3.37,2016/17
10182647,F,2,Maitrise professionn,Génie chimique,20121,20131,4,3.57,2012/13
10095728,F,2,Maitrise professionn,Génie industriel,20121,20132,4,3.90,2012/13
10095730,F,2,Maitrise professionn,Génie aérospatial,20121,20151,7,3.49,2014/15
10095732,F,2,Maitrise professionn,Génie aérospatial,20121,20142,7,3.74,2013/14
10095734,M,2,Maitrise professionn,Génie civil,20143,20152,3,3.13,2014/15
10182655,M,2,Maitrise recherche,Génie informatique,20123,20151,9,3.43,2014/15
10095744,M,1,Bac,Génie industriel,20121,20163,9,2.40,2016/17
10182665,M,1,Bac,Génie industriel,20123,20171,9,2.64,2016/17
10182671,M,3,Doctorat,Génie chimique,20121,20172,17,3.45,2016/17
10095756,M,2,Maitrise recherche,Génie civil,20131,20162,12,3.47,2015/16
10182677,F,3,Doctorat,Génie chimique,20121,20181,19,3.71,2017/18
10182679,F,2,Maitrise recherche,Génie physique,20121,20152,11,3.47,2014/15
10095766,M,1,Bac,Génie industriel,20121,20153,8,3.08,2015/16
10095772,F,3,Doctorat,Génie mécanique,20121,20182,20,4.00,2017/18
10182695,F,3,Doctorat,Génie biomédical,20122,20171,15,4.00,2016/17
10095778,M,1,Bac,Génie chimique,20121,20173,9,2.48,2017/18
10095790,M,1,Bac,Génie chimique,20121,20171,10,2.93,2016/17
10182713,M,1,Bac,Génie civil,20121,20181,11,2.29,2017/18
10182715,F,1,Bac,Génie chimique,20121,20171,10,2.55,2016/17
10095796,M,1,Bac,Génie civil,20121,20153,8,3.26,2015/16
10182717,M,1,Bac,Génie chimique,20121,20171,10,2.48,2016/17
10182719,M,1,Bac,Génie civil,20123,20163,9,2.75,2016/17
10182721,M,1,Bac,Génie logiciel,20121,20161,9,2.88,2015/16
10182723,M,1,Bac,Génie physique,20121,20161,9,3.59,2015/16
10095804,F,1,Bac,Génie civil,20121,20161,9,2.73,2015/16
10095808,M,1,Certificat,Mécanique du bâtiment,20121,20133,4,2.95,2013/14
10095814,M,1,Bac,Génie mécanique,20121,20161,10,2.25,2015/16
10182743,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20123,3,2.60,2012/13
10095838,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20123,3,3.08,2012/13
10182761,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20123,3,3.43,2012/13
10095848,F,1,Bac,Génie industriel,20151,20201,10,3.52,2019/20
10095854,M,1,Bac,Génie civil,20121,20161,9,2.49,2015/16
10182775,M,1,Bac,Génie civil,20121,20171,9,2.53,2016/17
10095858,M,3,Doctorat,Génie mécanique,20122,20163,14,3.50,2016/17
10095860,F,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20121,20133,5,3.30,2013/14
10182783,M,2,Maitrise professionn,Génie informatique,20121,20141,7,3.53,2013/14
10182785,M,1,Bac,Génie électrique,20121,20172,9,2.46,2016/17
10095866,M,1,Bac,Génie informatique,20121,20163,10,2.74,2016/17
10182787,M,1,Bac,Génie civil,20121,20173,9,2.09,2017/18
10182789,M,1,Bac,Génie électrique,20121,20161,9,3.28,2015/16
10182789,M,2,Maitrise professionn,Génie aérospatial,20163,20181,5,3.96,2017/18
10095870,M,2,Maitrise professionn,Génie industriel,20131,20143,8,3.23,2014/15
10095872,M,3,Doctorat,Génie électrique,20121,20153,12,4.00,2015/16
10182801,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20123,3,3.72,2012/13
10182801,F,2,Maitrise professionn,Génie industriel,20151,20161,6,3.77,2015/16
10095884,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20132,4,3.30,2012/13
10182805,M,2,Maitrise professionn,Génie informatique,20133,20143,5,3.77,2014/15
10095896,F,2,Maitrise professionn,Génie civil,20151,20151,1,3.24,2014/15
10182821,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20131,4,2.25,2012/13
10095910,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20142,5,2.05,2013/14
10095914,M,1,Bac,Génie civil,20121,20161,9,3.52,2015/16
10182837,F,1,Bac,Génie civil,20121,20163,9,2.68,2016/17
10182839,M,1,Bac,Génie civil,20123,20171,10,2.00,2016/17
10095922,M,1,Bac,Génie civil,20123,20173,9,2.90,2017/18
10095924,M,1,Bac,Génie industriel,20123,20181,10,2.16,2017/18
10095938,M,2,Maitrise recherche,Génie civil,20131,20152,9,3.53,2014/15
10182863,F,2,Maitrise professionn,Génie industriel,20142,20143,4,4.00,2014/15
10182867,F,1,Bac,Génie civil,20121,20171,11,2.40,2016/17
10095948,F,1,Bac,Génie civil,20121,20153,8,3.81,2015/16
10095950,F,1,Bac,Génie biomédical,20123,20172,8,3.95,2016/17
10182875,F,1,Bac,Génie biomédical,20123,20172,8,3.95,2016/17
10182887,M,1,Bac,Génie civil,20121,20163,9,2.31,2016/17
10095968,F,3,Doctorat,Génie chimique,20122,20172,16,3.87,2016/17
10182893,M,2,Maitrise recherche,Génie chimique,20163,20191,8,3.77,2018/19
10182893,M,1,Bac,Génie chimique,20121,20153,8,3.39,2015/16
10182895,F,2,Maitrise professionn,Génie industriel,20121,20171,9,3.47,2016/17
10095984,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20141,4,2.29,2013/14
10182905,M,1,Bac,Génie civil,20121,20163,9,2.37,2016/17
10095988,M,1,Bac,Génie électrique,20123,20161,8,3.15,2015/16
10182909,F,1,Certificat,Techn. avancées en prévention des incendies,20121,20163,10,3.25,2016/17
10095990,M,1,Bac,Génie des mines (coopératif),20141,20181,10,2.77,2017/18
10095992,M,3,Doctorat,Génie mécanique,20131,20183,18,4.00,2018/19
10182915,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20123,2,3.65,2012/13
10182921,F,1,Bac,Génie géologique (coopératif),20121,20181,9,2.20,2017/18
10182925,M,1,Bac,Génie mécanique,20121,20163,9,2.21,2016/17
10096016,F,1,Bac,Génie électrique,20121,20161,10,2.19,2015/16
10182941,F,1,Bac,Génie civil,20121,20163,8,2.25,2016/17
10096022,M,1,Bac,Génie électrique,20121,20171,11,2.10,2016/17
10182953,M,1,Bac,Génie des mines (coopératif),20121,20173,9,2.41,2017/18
10096034,F,1,Bac,Génie physique,20121,20161,9,2.67,2015/16
10096042,M,1,Certificat,Cyberenquête,20113,20113,7,2.94,2011/12
10096056,M,1,Certificat,Cyberenquête,20121,20143,5,3.10,2014/15
10182991,F,1,Bac,Génie civil,20121,20171,9,3.20,2016/17
10096074,F,1,Bac,Génie chimique,20121,20161,9,3.60,2015/16
10182995,M,1,Bac,Génie civil,20121,20161,9,2.55,2015/16
10096076,M,1,Certificat,Cyberenquête,20121,20163,8,3.50,2016/17
10096076,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,3.45,2014/15
10096076,M,1,Certificat,Cyberfraude,20173,20193,5,3.82,2019/20
10182999,F,2,Maitrise professionn,Génie civil,20141,20142,4,3.63,2013/14
10096082,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,2.88,2014/15
10183003,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,2.94,2014/15
10183003,M,1,Certificat,Cyberfraude,20173,20193,5,2.91,2019/20
10183003,M,1,Certificat,Cyberenquête,20121,20163,8,2.75,2016/17
10183005,M,1,Bac,Génie civil,20121,20151,7,3.97,2014/15
10183005,M,2,Maitrise recherche,Génie civil,20153,20173,7,4.00,2017/18
10096086,M,1,Bac,Génie électrique,20121,20161,10,2.30,2015/16
10183007,M,1,Bac,Génie civil,20121,20161,8,2.80,2015/16
10183009,F,1,Bac,Génie mécanique,20121,20162,8,3.24,2015/16
10183009,F,2,Maitrise recherche,Génie énergétique,20171,20183,6,3.74,2018/19
10183013,M,1,Bac,Génie géologique (coopératif),20121,20171,10,2.93,2016/17
10096094,M,1,Bac,Génie mécanique,20121,20171,10,2.27,2016/17
10096104,F,1,Bac,Génie civil,20131,20163,7,3.74,2016/17
10183027,M,1,Bac,Génie mécanique,20121,20181,12,2.61,2017/18
10096110,M,1,Bac,Génie logiciel,20121,20173,9,2.89,2017/18
10096112,M,1,Bac,Génie mécanique,20121,20171,10,2.83,2016/17
10096114,M,1,Bac,Génie des mines (coopératif),20133,20182,9,2.65,2017/18
10096116,M,1,Bac,Génie civil,20121,20181,10,2.48,2017/18
10096124,F,1,Bac,Génie aérospatial,20123,20173,9,3.23,2017/18
10183055,F,2,Maitrise professionn,Génie mécanique,20141,20151,4,3.73,2014/15
10183057,M,3,Doctorat,Génie civil,20123,20181,17,3.88,2017/18
10096138,M,3,Doctorat,Génie industriel,20133,20172,13,3.57,2016/17
10183065,M,1,Bac,Génie chimique,20121,20161,9,3.87,2015/16
10096146,M,1,Bac,Génie électrique,20121,20163,10,2.37,2016/17
10183067,M,1,Bac,Génie industriel,20123,20163,9,2.59,2016/17
10096148,M,1,Bac,Génie électrique,20121,20162,8,2.99,2015/16
10183069,F,1,Bac,Génie mécanique,20121,20161,8,3.10,2015/16
10096154,M,1,Bac,Génie mécanique,20121,20171,10,2.39,2016/17
10096156,M,1,Bac,Génie logiciel,20121,20163,10,3.32,2016/17
10096170,M,1,Bac,Génie des mines (coopératif),20121,20173,9,2.86,2017/18
10096174,F,1,Bac,Génie civil,20121,20163,8,3.07,2016/17
10096178,F,3,Doctorat,Génie civil,20123,20192,21,3.80,2018/19
10183107,M,2,Maitrise professionn,Génie aérospatial,20121,20143,9,3.48,2014/15
10096190,M,2,Maitrise recherche,Génie informatique,20121,20143,9,3.12,2014/15
10096192,M,1,Bac,Génie industriel,20123,20161,8,2.70,2015/16
10183113,M,1,Bac,Génie biomédical,20123,20161,8,3.79,2015/16
10096198,M,2,Maitrise recherche,Génie électrique,20141,20152,7,3.83,2014/15
10096216,M,1,Certificat,Cyberenquête,20113,20191,6,3.67,2018/19
10096220,M,2,Maitrise professionn,Génie électrique,20121,20142,6,3.10,2013/14
10183143,M,2,Maitrise professionn,Génie industriel,20123,20133,4,3.40,2013/14
10096224,M,1,Bac,Génie géologique (coopératif),20121,20163,9,2.68,2016/17
10096234,M,1,Bac,Génie informatique,20121,20153,6,2.69,2015/16
10183161,F,1,Bac,Génie logiciel,20121,20193,13,2.60,2019/20
10096260,M,1,Bac,Génie civil,20121,20151,6,3.33,2014/15
10096264,M,2,Maitrise professionn,Génie énergétique,20141,20153,4,3.47,2015/16
10096270,F,1,Bac,Génie industriel,20123,20181,9,2.68,2017/18
10096274,M,1,Certificat,Commande de procédés industriels,20121,20151,6,2.82,2014/15
10096290,F,3,Doctorat,Génie mécanique,20123,20193,22,3.25,2019/20
10183219,M,1,Certificat,Électricité du bâtiment,20123,20143,5,3.45,2014/15
10183219,M,1,Certificat,Mécanique du bâtiment,20153,20183,6,3.35,2018/19
10183221,F,3,Doctorat,Génie biomédical,20122,20193,23,3.19,2019/20
10183229,F,1,Bac,Génie chimique,20123,20163,9,2.75,2016/17
10096320,F,2,Maitrise recherche,Génie civil,20152,20181,9,3.80,2017/18
10183243,M,3,Doctorat,Génie chimique,20131,20173,15,4.00,2017/18
10096324,F,3,Doctorat,Génie physique,20131,20173,15,4.00,2017/18
10183245,M,3,Doctorat,Génie chimique,20122,20163,14,3.66,2016/17
10096332,F,2,Maitrise recherche,Génie électrique,20153,20172,7,3.43,2016/17
10096336,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20123,20151,8,3.20,2014/15
10096354,M,3,Doctorat,Génie chimique,20122,20163,14,3.46,2016/17
10096356,M,1,Bac,Génie mécanique,20121,20171,9,3.14,2016/17
10183285,F,1,Bac,Génie mécanique,20121,20171,10,2.97,2016/17
10096366,M,1,Bac,Génie civil,20131,20182,9,2.58,2017/18
10096372,M,1,Bac,Génie mécanique,20123,20171,8,3.90,2016/17
10096380,M,2,Maitrise professionn,Génie industriel,20141,20143,2,3.23,2014/15
10096388,F,1,Bac,Génie biomédical,20123,20173,10,3.36,2017/18
10096392,M,1,Certificat,Mécanique du bâtiment,20121,20143,6,2.55,2014/15
10096394,M,1,Certificat,Design et fabrication,20121,20143,7,3.40,2014/15
10183315,M,1,Certificat,Cyberenquête,20121,20143,5,2.40,2014/15
10183331,F,1,Bac,Génie civil,20121,20162,9,2.60,2015/16
10183337,M,3,Doctorat,Génie chimique,20122,20161,12,3.23,2015/16
10096420,F,1,Bac,Génie civil,20123,20181,8,3.10,2017/18
10096424,M,1,Bac,Génie aérospatial,20123,20181,9,2.76,2017/18
10183345,M,1,Bac,Génie aérospatial,20123,20181,9,3.34,2017/18
10183347,M,2,Maitrise professionn,Génie industriel,20122,20161,9,3.73,2015/16
10096428,M,2,Maitrise professionn,Génie industriel,20132,20162,9,3.77,2015/16
